MAXIMUM_TEMPERATURE;MINIMUM_TEMPERATURE;CALCULATED_RADIATION;RAINFALL;WINDSPEED;HUMMAX;E0;ES0;ET0
32.4;16.2;20100;0;;91;;;6.01
31.8;17.2;19300;0.2;;92;;;5.63
29.2;17;18300;0;;92;;;4.6
28.5;17;16500;0;;92;;;4.83
27;12.4;20000;0;;93;;;4.89
26.9;13.5;20900;0;;94;;;4.92
31.2;13.9;21000;0;;95;;;5.68
31.9;18;20300;0;;92;;;5.7
32;19;13400;0.2;;91;;;4.71
34.9;21.6;17100;0;;90;;;5.42
36;22.8;10000;0;;91;;;4.62
32.5;21;14100;0;;91;;;4.5
31;19.3;12600;0;;92;;;3.9
30.8;20;13800;0;;92;;;4.74
28.2;17.4;14700;0.4;;91;;;4.49
26.8;14.6;10300;0.6;;92;;;3.35
25.6;14;13400;0;;92;;;3.7
26.5;12.1;19200;0;;91;;;4.72
27.9;13.2;19500;0;;88;;;5.1
29.2;11.9;18600;0;;90;;;5.18
30;14;18500;0;;93;;;5.23
30.8;17.8;16000;0;;91;;;4.68
29.8;18.9;16200;0;;91;;;4.34
27.9;16.4;18300;0;;92;;;4.31
28.9;17;16700;0;;88;;;4.72
27.8;16.9;16800;0;;92;;;4.34
27.5;14;18000;0;;92;;;4.62
26.9;13.2;16700;0;;92;;;4.22
30.8;14.4;16500;0;;92;;;5.09
32.4;15;16900;0;;90;;;4.88
33.2;18.8;15400;0;;92;;;4.88
32;16.8;15200;0;;92;;;4.66
29.2;15.5;16100;0;;93;;;4.01
33;14.9;11000;0;;93;;;4.39
29.6;18.9;11600;0;;91;;;3.83
29.5;16.4;13700;0;;91;;;4.01
25.5;16.8;11600;0;;91;;;2.97
26.2;17.2;12300;1;;92;;;3.25
27.2;15.4;15600;0;;92;;;3.46
30;14.2;15900;0;;92;;;4.43
29;15;15900;0;;93;;;4.11
26.1;14;15700;0;;93;;;3.77
25;14;10600;0;;93;;;3.24
21.4;15.4;9400;0;;93;;;2.84
24.2;11.9;11800;0;;93;;;3.24
28.4;8.2;14800;0;;94;;;3.88
29.8;11.4;14600;0;;94;;;4.46
29.2;13.2;10500;0;;94;;;3.43
29.5;14.2;14400;0.8;;95;;;4.27
28.8;14.1;13900;0;;95;;;3.75
27.5;11.5;14100;0;;99;;;3.35
29;10.8;14400;0;;99;;;3.68
29.9;13;14300;0;;99;;;4.42
28.5;10.2;13700;0;;99;;;3.74
28.1;10;13300;0;;99;;;3.54
26;9.5;13100;0;;100;;;3.73
28.5;9;9800;0;;100;;;3.55
21.5;12;1600;21;;100;;;1.23
20.5;10.2;4700;3.6;;100;;;1.3
22.1;10.8;7300;0;;100;;;1.64
23;9.9;12600;0;;100;;;1.84
22.2;11.9;6500;19;;100;;;1.08
27.1;15.2;8100;0.2;;99;;;2.49
19.2;9.5;4800;5.4;;99;;;1.3
19;11.8;7900;13.4;;99;;;1.37
20.8;9;9300;0.2;;99;;;2.16
22.5;8.8;7600;0;;99;;;2.12
21;12.5;2700;15.8;;99;;;1.1
20;9.5;4800;4;;99;;;1.32
19.2;9;3200;5.6;;99;;;1.19
21.5;7.8;9100;14.6;;99;;;2.01
22.5;11.1;9100;0.2;;91;;;2.07
24.9;10.2;11200;0.2;;91;;;2.77
25.9;11.9;10800;0;;91;;;2.76
23.2;11.9;7400;0.2;;92;;;1.89
27.3;17.8;8500;0;;90;;;2.8
27.1;16.5;6500;0;;91;;;2.55
21.8;15.5;3300;0;;92;;;1.66
23.9;12.9;7300;0;;93;;;1.96
24.9;12;8300;0;;92;;;2.58
24;14.5;7600;0;;84;;;2.29
23.9;13.8;4300;0;;90;;;2.24
25;13;2600;1.8;;93;;;2.62
21.9;11.9;6100;3.2;;93;;;2.06
21.6;12.2;6400;0;;88;;;1.91
21.1;9.2;8100;0;;91;;;1.79
20.9;9.2;7900;4.2;;91;;;1.97
16.1;11;3300;20;;92;;;1.13
15.8;7.9;3400;5.8;;91;;;1.49
18;6.5;8500;0.4;;91;;;1.87
14;7.1;2100;12.6;;91;;;1.3
13.4;7.2;3100;2.8;;91;;;1.34
17.1;5.5;9400;0;;91;;;1.97
15.3;2.9;5200;0;;92;;;1.55
17;8.8;4900;0;;91;;;1.67
18.2;6;7900;0;;91;;;1.67
16;6.8;5400;0;;91;;;1.51
19.9;8.9;8900;0;;91;;;2.01
14.2;6;3800;18.4;;93;;;1.18
14.9;4.9;6100;5.2;;93;;;1.07
19.5;6.3;8300;8;;93;;;1.84
16.2;5.8;5500;0;;93;;;1.18
16.4;10.9;5200;0;;92;;;1.26
13.5;6.3;3300;0;;93;;;1.26
17.8;5;9400;0;;94;;;1.72
15;7.5;3500;0;;91;;;1.37
13.9;10.1;3100;0;;85;;;1.45
17;8.2;8000;0.2;;91;;;1.66
18.2;8.1;7200;0;;85;;;1.99
12.3;2.9;4000;7.4;;93;;;1.2
12.3;5.2;2800;17.8;;93;;;1.54
9.5;0.5;6900;0.2;;93;;;1.56
9;-1;9800;0;;86;;;1.61
6.9;1.9;3300;0.2;;87;;;1.25
11.8;0.7;10300;0.4;;100;;;1.36
14.2;2.5;9800;0;;100;;;1.27
15.5;8.7;6700;0;;100;;;0.82
10.5;8.3;7900;0;;100;;;0.78
16;5;10500;0;;100;;;2.09
14.5;7.5;8000;0;;100;;;1.09
15;7;10500;0;;100;;;1.17
14.5;7;3700;0;;100;;;1.12
14;6.4;5100;0;;100;;;0.92
18;11.5;3600;0;;100;;;0.76
15.1;7;5200;0;;100;;;0.96
15;6;10200;0;;100;;;1.07
13;4;8300;0;;100;;;0.92
15;6.9;6700;0;;100;;;0.89
16.9;7.1;10400;0.2;;100;;;1.6
19.2;11.2;9900;0;;100;;;2.01
13.1;5;6600;1.8;;100;;;1.48
12;3;10500;0;;100;;;1.29
14;3;8300;0;;100;;;1.93
13.9;6;4900;0;;100;;;1.86
12;6;6300;12.8;;100;;;0.87
11.2;6;7100;0.2;;100;;;0.9
12;6;7200;0;;100;;;0.91
13.1;7.1;4600;0.4;;100;;;1.03
12;4;12600;0.4;;100;;;1.58
12;2;10200;0;;100;;;1.46
13;1;4100;1.4;;100;;;1.04
12;3;12000;0.2;;100;;;2.03
13;2.5;2000;0.6;;100;;;0.72
12.5;5.1;2000;3.8;;100;;;1.49
11;7;1400;4;;100;;;0.81
10;5;7100;4.8;;100;;;1.29
10.1;5;7500;2;;100;;;1.32
11;3;3200;12.8;;100;;;0.73
10;5;2200;9.6;;100;;;0.81
11;5;5700;8.8;;100;;;1.3
9;3;11800;6;;100;;;0.95
11.5;3;7900;2.8;;100;;;1.1
9.2;2.7;4300;0.2;;100;;;0.72
11.1;5;14900;0;;100;;;2.48
13;3;14300;0;;100;;;1.78
14;5;14600;0;;100;;;1.39
20;5;13000;0.2;;100;;;2.38
14.5;6;12700;0;;100;;;1.98
13.5;5;8700;0.8;;100;;;1.49
14;1.9;5000;12.8;;100;;;1.01
13;5.5;7800;0.4;;100;;;1.33
16;5.5;10900;0;;100;;;1.73
14.5;2.5;12900;0;;100;;;2.03
15;4.9;14500;0;;100;;;2.5
15;4.9;12800;0;;100;;;2.12
12;6;4800;1.8;;100;;;1.07
12;7;7500;5.8;;100;;;1.06
13;8;9900;0.4;;100;;;1.74
11.5;5.1;9700;13.8;;100;;;1.63
12.1;6;5000;8;;100;;;1.17
14.5;7;11500;0;;100;;;1.63
15.9;5;10400;0;;100;;;1.73
11;4.5;4500;0.6;;100;;;0.93
12;3;11000;0.4;;100;;;1.47
15.1;12;4900;0;;100;;;0.94
16;9;15900;0;;100;;;2.52
14.1;7.5;10800;14.8;;100;;;1.41
11;6;7200;2.2;;38;;;1.86
12.5;7;15700;0;;76;;;3.29
14;7;19600;0;;89;;;3.6
13;4;18200;0;;100;;;2.96
13;2.5;8200;0;;100;;;1.95
13.5;2.5;19200;0.2;;100;;;2.38
15;5.5;14700;0.4;;100;;;1.94
16;4;19600;0.4;;100;;;3.79
14.5;2;19100;0.6;;100;;;3.07
16;8;12100;3.6;;100;;;2.04
13;7.5;10000;5.8;;100;;;1.56
12;7.5;2700;5.2;;100;;;0.7
15;7.5;10600;0.2;;100;;;1.53
16;7.5;14600;0;;100;;;1.97
20;7;15600;0;;100;;;3.1
19;7.5;14600;0;;100;;;3.11
17;10.5;9200;0.8;;100;;;2.11
15;11.5;12400;0;;100;;;1.85
11;6.5;13700;0;;100;;;2.12
18;6.5;6800;1;;100;;;1.85
13;11;5800;14.2;;100;;;1.09
12;9.1;10200;0.2;;100;;;1.51
14.9;8.5;9800;0.2;;100;;;1.57
16.5;6;22700;0;;100;;;3.52
15.5;7.5;10500;0;;100;;;1.61
16.9;12.5;16000;0;;100;;;2.79
19;11;22200;0;;100;;;3.6
14.5;10;20100;0;;100;;;3.16
15.1;6;17400;0;;100;;;2.77
18;11;13700;0;;100;;;2.64
16.5;9.5;13000;0;;100;;;2.26
12;7;12200;13.6;;100;;;1.73
14;5;24500;0.2;;100;;;3.69
13;3;23700;0;;100;;;3.84
14;1.5;24900;0;;100;;;4.03
15;4;24800;0.2;;100;;;3.58
16;4.9;23900;0;;100;;;4.14
17;7;21200;0;;100;;;3.42
18;7;22500;0;;100;;;3.7
17;6;23900;1;;100;;;3.56
19;5;25200;0;;100;;;4.23
20.5;6.5;24600;0;;100;;;4.6
24;8.5;18600;0.4;;100;;;4.29
21;12.5;19300;0.2;;100;;;3.7
21.5;11;24600;0;;100;;;4.09
19.5;9;20900;0;;100;;;3.27
18;11.5;19100;15.2;;100;;;3.02
17;7;26000;0.2;;100;;;4.27
19.5;7;18000;0;;100;;;3.9
21.5;9.5;20400;0;;100;;;4.73
21;10;25600;0;;100;;;4.64
21.5;10;23000;0;;100;;;3.91
19.5;13;14900;0;;100;;;2.77
20;14;12600;3.6;;100;;;2.42
15;10;13300;5.6;;100;;;2.48
17;8;24600;0;;100;;;4.23
19.5;10;22900;0;;100;;;4.55
22;10.5;24700;0;;100;;;5.54
24;14;25500;0;;100;;;5.26
25;11.5;27000;0;;100;;;5.85
25;13;24000;0;;100;;;4.86
16;14;24500;0;;100;;;4.26
24;15.5;11600;0;;100;;;2.83
23;10.5;26500;0;;100;;;5.85
21;8;27400;0;;100;;;5.13
20.5;12;23600;0;;100;;;4.05
23;12;26900;0;;100;;;4.97
23.5;10;27600;0;;100;;;5.58
24;12;28000;0;;100;;;5.72
27;10.5;28200;0;;100;;;6.72
22;14.5;24700;0;;100;;;6.5
29;12;16900;0;;100;;;4.21
20;10;14900;1.4;;100;;;3.48
21;10;25500;0;;100;;;4.52
24;12;28600;0.4;;100;;;5.45
23;12;27300;0;;100;;;5.76
18;11;18000;0;;100;;;3.48
17;10;26900;0;;100;;;4.76
19;9.5;26600;8.2;;100;;;5.02
19;10;20300;0;;100;;;4.02
21;12;24000;0;;100;;;4.48
19.5;11;29300;0;;100;;;4.69
20.5;12.5;11800;0;;100;;;2.23
23;14;28300;2.4;;100;;;7.12
24;11.5;30000;0;;100;;;6.82
22;10.5;30100;0;;100;;;6.08
22;10;22000;0;;100;;;4.91
23;12;29700;0;;100;;;5.69
22.5;14;29700;0;;100;;;5.41
23;11;29700;0;;100;;;5.79
24.5;11.5;30000;0;;100;;;6.19
24;12;29600;0;;100;;;5.83
24.5;13.5;29100;0;;100;;;5.68
26;15;25500;0;;100;;;5.61
27;15;21100;0;;100;;;4.71
27;16;15400;0;;100;;;4.28
26.5;16;29900;0;;100;;;6.45
30;16.5;28600;0;;100;;;7.01
30;18;25300;0;;100;;;6.46
27.5;19.5;12500;2.4;;100;;;3.79
26;17.5;25300;0;;100;;;5.17
25;19.5;24500;0;;100;;;5.06
25;18;17800;0;;100;;;3.56
26;15.5;19900;0;;100;;;4.32
23;15.5;18200;16;;100;;;4.2
26;16;29700;0;;100;;;6.23
24;11;18100;0;;100;;;3.53
26;11;25100;0;;100;;;5
24.5;11.5;27900;0;;100;;;5.05
29;16;29800;0;;93;;;8.39
31;17.5;24000;0;;99;;;7.83
28;17;30100;0;;95;;;7.88
28;16.5;26600;0;;99;;;7.17
28;16;30300;0;;99;;;8.24
30;18.5;29400;0;;90;;;8.11
30;20;29400;0;;93;;;8.06
30;17.5;28800;0;;93;;;7.43
28.5;18;29200;0;;94;;;8
31;20;29100;0;;96;;;7.87
31;19.8;29500;0;;93;;;8.28
31;19;28300;0;;88;;;8.23
32;20.5;27900;0;;95;;;8.06
31.5;21;27500;0;;88;;;8.21
32;18.8;28100;0;;90;;;8.46
32;21;27500;0;;94;;;8.1
33.5;18.5;28200;0;;95;;;8.79
29;21;28700;0;;99;;;7.65
30;20;27800;0;;98;;;7.22
29.5;19;29000;0;;98;;;7.71
32;19;28900;0;;94;;;8.3
33;20;29200;0;;90;;;8.87
29;21;28300;0;;94;;;7.25
30;20.5;28000;0;;93;;;7.15
29.8;21;28300;0;;95;;;7.01
33;22;27700;0;;96;;;8.15
32.5;21;27900;0;;96;;;7.78
32.5;22;28100;0;;95;;;8.56
34;22;21700;0;;95;;;7.5
31.5;21.2;26300;0;;91;;;7.48
32.5;21;28200;0;;95;;;8.5
32;23;27100;0;;93;;;7.53
32;23.5;27600;0;;93;;;7.9
32;23;25200;0;;90;;;7.34
29;22;28300;0;;90;;;7.85
34.5;21;25900;0;;100;;;7.15
36;18.5;28000;0;;100;;;7.64
36;22;27700;0;;100;;;7.57
36.5;19;21200;0;;100;;;6.51
31;19;27800;0;;99;;;8.16
33;22;13400;0;;91;;;6.2
28.5;20.5;27000;0;;88;;;6.93
28.5;18;28000;0;;89;;;7.3
30;19;26600;0;;89;;;6.76
29.5;19.5;27300;0;;90;;;6.79
30.5;19.5;26800;0;;88;;;7.12
31.5;20;26100;0;;92;;;7.32
32;22;25800;0;;93;;;7.95
29;22.5;22800;0;;90;;;6.19
27;20;21800;11.8;;90;;;6.07
27.5;19;22100;0;;91;;;5.64
30;20.5;25300;0;;93;;;6.93
30.5;20.5;24700;0;;94;;;6.72
26.5;18.5;19000;0;;94;;;5.98
23.9;17.4;17300;0;;94;;;4.28
23;15.5;23000;0;;94;;;4.98
24.8;13.4;18900;0;;94;;;4.49
26.8;14.3;25200;0;;94;;;5.61
26;18;26100;0;;100;;;5.84
26.5;17;25800;0;;100;;;5.87
28;15;25200;0;;100;;;6.07
27;17;25000;0;;85;;;6
33;18;21900;0;;92;;;7.08
29.5;23;22000;0.2;;95;;;5.47
27;17.5;25100;0;;90;;;6.11
26;15;25000;0;;98;;;5.3
29.5;15.5;24500;0;;86;;;5.96
29.5;16;23900;0;;88;;;5.95
28;15.8;24000;0;;79;;;5.86
30;19.5;23700;0;;87;;;6.26
30;17;24100;0;;31;;;6.27
33;18.5;21300;0;;63;;;6.93
27;18;23200;0;;71;;;5.94
26;16;22700;0;;90;;;4.98
24;17.5;6900;8.8;;92;;;2.14
23.5;17;16400;1.8;;91;;;4.11
23;13.5;10400;0;;90;;;3.23
24;14;21900;0;;95;;;4.51
27;14;16600;0;;88;;;4.45
24.5;17;8200;0;;95;;;3
24;12;20900;0;;97;;;4.53
25;17;21500;0;;98;;;4.76
27.5;16;20200;0;;91;;;4.88
32;20.5;19400;0;;91;;;5.54
28;21.5;18100;0;;95;;;4.45
26;18;19200;0;;90;;;4.18
30;18;16300;0;;90;;;4.91
30.5;18;19500;0;;69;;;5.92
24;16;18900;0.4;;67;;;4.84
23.5;14;18000;0;;81;;;4.45
23;15.5;16100;0;;83;;;3.79
24.5;14.5;21000;0;;100;;;4.43
26;13;19100;1.2;;84;;;5.1
21.5;14;7900;0;;67;;;3.46
22;14;19400;0;;89;;;4.35
24;12.5;13500;0;;93;;;3.86
24;15;13200;0;;90;;;3.7
22;12;16900;0;;99;;;3.61
26;13;17900;0;;95;;;4.37
24;16;14300;3.4;;86;;;3.68
18.5;15;4700;15;;87;;;1.95
19.5;14.5;2900;24.4;;93;;;1.37
19.5;13;15200;2.8;;96;;;2.78
24.5;12;17700;0;;98;;;3.97
27;16;17200;0;;98;;;4.36
25.5;19.5;11400;0;;100;;;2.54
27;20;14000;0;;91;;;3.5
22;14;17000;0.2;;88;;;3.51
22;13;15100;0;;90;;;3.35
20;12;2400;19.4;;90;;;1.57
20;13.5;3900;1;;94;;;1.31
22.5;13.5;13700;0;;95;;;2.93
25;13;15900;0.2;;90;;;3.74
25;14;13300;0;;95;;;3.14
18;14;4000;0;;94;;;1.22
17;10.5;14500;7.6;;93;;;2.46
15.5;10;14200;0.2;;92;;;2.24
19.5;9.8;15800;0.2;;93;;;2.9
21.5;10.5;15300;0.2;;94;;;2.5
26;13.5;13500;0;;93;;;2.52
21;14;7900;6.6;;93;;;1.72
16;13;2600;8;;90;;;1.13
17.5;13;13400;0;;89;;;2.35
19;9;15200;0.2;;95;;;2.54
19.5;8;14200;0;;95;;;2.45
19;11;9100;0;;93;;;1.8
21;12;3700;2;;94;;;1.65
22;15;9300;0;;86;;;2.13
22;14;10400;13.4;;87;;;2.2
18.5;11;10400;0.2;;85;;;2.13
18;7.5;14500;0.2;;86;;;2.26
21;10;10200;0;;90;;;2.24
20.5;12.5;10700;0;;99;;;2.27
22;13;12000;0;;100;;;2.4
17;12.5;5100;0;;100;;;1.27
17.5;13;10000;0;;87;;;1.84
20;12.5;11900;0;;89;;;1.84
20;11.5;12800;0;;89;;;1.86
19;10;12800;0;;89;;;1.76
19.5;9;12200;0;;90;;;1.69
18.5;10;12200;0;;90;;;1.72
21.5;12.5;8000;0;;92;;;1.47
21;12.5;11500;0.2;;90;;;1.83
19;12.8;6000;0;;86;;;1.56
20;15;3800;0;;88;;;1.33
19;13;7000;0;;86;;;1.53
19;12;8200;0;;90;;;1.57
21.5;10;10900;0;;91;;;2
19.8;9;11000;0;;85;;;1.72
18.5;11;10200;0.4;;93;;;1.34
21;9.5;9900;0.2;;93;;;1.86
19.5;14;7000;0;;84;;;1.65
18;9;3900;5.8;;85;;;1.79
12;6.5;10000;1.6;;95;;;1.61
13;5;6900;0;;100;;;1.48
16.5;5.5;8300;0;;97;;;1.72
12.5;5;3500;10.4;;91;;;0.86
12;4.5;2500;30.2;;91;;;1.1
13.5;4;8200;0;;88;;;1.62
13.5;5;4500;0;;82;;;1.45
13.5;7;8500;0;;90;;;1.22
16;9.5;3200;0;;97;;;1.05
16;9;9900;0;;89;;;1.31
18;7.5;10300;0;;92;;;1.49
14.5;8;8200;0;;88;;;1.16
15;7.5;7300;0;;88;;;1.27
15.5;8;6300;0;;90;;;1.27
13.5;8.5;3300;0;;99;;;1.34
18;8;7900;4;;97;;;1.01
15;8;8700;0.4;;94;;;1.17
15;5.5;7900;1.2;;86;;;1.1
16;4.5;9700;0;;87;;;1.21
16;4.5;10000;0.2;;87;;;1.32
14;4;9600;0.2;;85;;;1.38
14;3;5900;0;;85;;;1.41
14;3;6400;0;;88;;;1.05
17.5;5;9300;0;;88;;;1.65
18;6.5;5200;0;;87;;;1.55
18;6.5;9000;0.2;;88;;;1.36
15;7;8700;0;;89;;;1.17
17.5;8.5;3900;0;;88;;;1.29
18;5;8600;0.2;;84;;;1.6
14;6;9400;0;;89;;;1.47
18;6;9200;0;;83;;;1.66
17.5;6;8900;0.2;;84;;;1.49
18;6;8300;0;;85;;;1.57
15;6.5;5500;0;;88;;;1.19
16;7;8300;0;;88;;;1.15
17;5;9500;0;;88;;;1.2
16.5;5;9700;0.4;;90;;;1.26
18;5.5;8900;0;;86;;;1.88
14.5;6;2200;0.6;;86;;;1.45
16.5;5;7900;2.6;;87;;;1.22
15;8.5;4600;0.4;;91;;;1.24
16.5;11.5;3800;0.4;;91;;;1.2
15.5;12;5500;0.2;;88;;;1.7
16.5;11.5;3600;7.8;;92;;;1.3
16.5;9;5000;0.8;;92;;;1.27
15;9;6800;7.4;;92;;;1.57
16.5;12;1900;0.8;;91;;;1.57
17;14;4500;0;;91;;;1.12
19;9;7700;0;;92;;;1.53
18;15;6900;0;;92;;;1.54
18;15;8300;0;;90;;;1.5
17;9;9500;0.6;;91;;;1.87
14;6;9500;0.2;;90;;;1.77
16;6;7900;0;;92;;;1.48
14;9;5600;0.8;;91;;;1.87
9.5;1;5200;2;;87;;;1.64
12.5;-2;6400;0.2;;92;;;1.95
8;1;3000;7.8;;93;;;1.18
12.5;5;7100;2.2;;92;;;1.59
14;3.5;8600;7.6;;92;;;1.45
15;4;6600;1.6;;92;;;1.37
12;3.5;11200;0;;92;;;1.55
13;3.5;3500;0;;92;;;1.14
13;6;11800;0;;93;;;1.95
17;3.5;12000;0.2;;92;;;2.05
18.5;3;12800;0;;92;;;2.27
18;5;12000;0.2;;92;;;2.42
18;4;12000;0;;92;;;1.98
13;6.5;4100;0;;92;;;1.13
14.5;5.5;4800;0;;91;;;1.41
15;5;4600;0;;93;;;1.28
19;13;10600;0;;92;;;2
19;8.5;11900;0;;92;;;2.22
16.5;6;5800;0.2;;92;;;1.94
15.5;9.5;12600;0;;72;;;2.5
14.5;6;4000;0;;92;;;1.59
17.5;10;10900;0.2;;92;;;2.32
17;9.5;3500;13.2;;90;;;1.91
16.5;8.5;10900;3.4;;91;;;2.13
16.5;6;8600;0;;92;;;1.65
15;9;12700;0.4;;92;;;2.35
15.5;8;8000;0.6;;92;;;2.01
16;7.5;6400;2;;92;;;1.59
16;12;4900;2.2;;93;;;1.41
17.5;12;7500;4;;93;;;1.92
14.5;10;7500;5.6;;91;;;1.77
14.5;7;5200;0;;92;;;1.56
14.5;6;6600;0.6;;93;;;1.68
15.5;2.5;10900;0;;93;;;2.13
15;3;14300;0;;92;;;2.45
16.5;2;14900;0;;92;;;2.72
17;3.5;13900;0;;92;;;2.66
26;9.5;11200;0;;92;;;3.88
17.5;12.5;13400;0;;91;;;2.65
18;9.5;15400;0;;92;;;2.67
17.5;5;9600;1.8;;92;;;2.01
17;10;11000;0.4;;90;;;2.37
15.5;9.5;2800;2;;91;;;1.69
11;8;3200;2.4;;92;;;1.08
11.5;9.5;2500;20.4;;92;;;1.15
12;9.5;3400;0.6;;89;;;1.36
16;7.5;11000;1.8;;90;;;2.23
14;9;15900;4.6;;92;;;2.74
16;8.5;15100;0;;90;;;2.88
16.5;5;9400;0.6;;92;;;2.18
13;4.5;11300;1.8;;93;;;2.39
13;4;12000;2.6;;92;;;2.3
15;3.5;16200;0.6;;92;;;2.75
15;4;11700;5;;89;;;2.41
18;4.5;14400;0;;88;;;3.17
17;7;11500;0;;87;;;2.74
21;6.5;14600;0;;86;;;3.48
18.5;6.5;13200;0;;85;;;3.25
21;8;10900;0;;87;;;3.08
18;7;12100;0.8;;87;;;2.56
18;7;10300;4;;87;;;2.4
19.5;8;9700;15.8;;88;;;2.5
19.5;6.5;20100;0.2;;88;;;3.46
22;5;19100;0;;88;;;4.55
24;10.5;14000;0;;88;;;3.17
25;11;17800;0;;87;;;4.2
19;12.5;5300;0.2;;86;;;1.99
17.5;7;8300;5.4;;87;;;2.02
16.5;4.5;14800;0.8;;89;;;3.25
14;1;12200;0;;90;;;2.42
16;5;15100;0;;92;;;2.89
17;3.5;20700;0.2;;92;;;3.71
16;8.5;14900;0;;92;;;2.89
20;8.5;19600;0;;91;;;4.21
26;7;22600;0;;90;;;5.59
26.5;10;13800;0;;86;;;4.42
19;11;8200;0.2;;91;;;2.3
20;11.5;6600;0.2;;90;;;2.76
20;10;20100;0;;92;;;3.96
19.5;12;17600;0;;90;;;4.07
24.5;12.5;20700;0;;90;;;5.32
22;8.5;11500;0;;81;;;3.66
19;11;8300;0;;91;;;2.44
17;6.5;21200;0;;93;;;3.94
13.5;6;13100;8.4;;93;;;3.02
28.5;7.5;23700;0;;93;;;5.72
22;8.5;22200;0.2;;89;;;5.07
25;12;17800;0;;90;;;4.85
20;9.5;20100;0;;92;;;4.43
20;6.5;25300;0;;92;;;5.22
24;9;24200;0.2;;92;;;5.88
23;8;21500;0;;93;;;4.9
21.5;6.8;19300;0;;95;;;4.4
23.5;9;14300;0;;95;;;4.51
21;4;26400;0;;92;;;5.36
30;10;26000;0;;79;;;7.26
23;12.5;13100;0;;91;;;3.87
21;15;14900;0;;92;;;3.7
19;10;15800;0;;92;;;3.66
18;12;15900;0;;90;;;3.78
17;8.5;24500;0;;82;;;4.77
18;6.5;17200;0;;90;;;3.91
20.5;5.5;23600;0;;92;;;4.89
25;9.5;13300;0;;88;;;4.76
20;7;26100;0;;92;;;5.37
20;9;10200;4.2;;92;;;2.97
16;8;15400;0.2;;91;;;3.45
18;6;15300;0.4;;93;;;3.56
21;5;26900;0.2;;93;;;5.31
21.5;10;27000;0;;92;;;5.66
24;9.5;26000;0;;92;;;6.12
26;11;26200;0;;70;;;6.87
19;14;5600;7.2;;92;;;2.32
22;13.5;14700;4;;92;;;3.76
23.5;17;18700;0.2;;80;;;4.78
26.5;15.5;19800;0;;86;;;5.2
19;16;8500;6;;93;;;2.24
20;15;16900;0;;93;;;4.01
20;15;18000;0;;92;;;4.01
18.5;13.5;8200;5.2;;93;;;2.5
20;12;28300;0;;91;;;5.61
20;10;28700;0;;92;;;5.7
21.5;9;27900;0;;92;;;5.97
21.5;7;26400;0;;91;;;5.85
21;8;22300;0;;93;;;4.9
21.5;11.5;25000;0;;92;;;5.42
23.5;8;29300;0;;93;;;6.44
29.5;12.5;29200;0;;91;;;7.83
20;14;29100;0;;89;;;5.93
21.5;12;26800;0;;87;;;5.89
31.5;12;27700;0;;82;;;7.88
33.5;16;25700;0;;79;;;7.75
26;18;23300;0;;91;;;5.71
25;18;14900;0.4;;91;;;4.2
23.5;15;17400;0;;91;;;4.32
24;14;27100;0.2;;91;;;6.11
24.5;11;26500;0;;90;;;6.02
23.5;11.5;22200;0;;91;;;5.47
23;12;29100;0;;91;;;6.27
24;12;29400;0;;92;;;6.54
28;13.5;27900;0;;90;;;7.12
25.5;15;26600;0;;92;;;6.09
28;16;29500;0;;92;;;7.23
28;13.5;28700;0;;90;;;7.19
26;13.5;27800;0;;91;;;6.44
26;16;24400;0;;93;;;5.95
26;14.5;28100;0;;92;;;6.46
29.5;17;26800;0.2;;92;;;7.2
25;15;22900;0;;92;;;5.73
25;19.5;25900;0;;90;;;6.08
25;17;27700;0;;91;;;6.53
34;13;28100;0;;92;;;8.22
26;19;19600;0;;92;;;4.92
25.5;15;16400;0;;92;;;4.91
27.5;11.5;27100;0;;92;;;6.87
21;16;13200;14;;92;;;3.34
25;15.5;25500;0.4;;91;;;5.93
26;15;25800;0;;91;;;6.34
27;15;28900;0.2;;91;;;6.91
29.5;15.5;28900;0;;91;;;7.48
31;16;28600;0;;91;;;7.68
29;15;29000;0;;91;;;7.45
28.5;16;27000;0;;91;;;6.71
27;16.5;28700;0.2;;91;;;6.89
27.5;14;29400;0;;90;;;6.89
32;14.5;23700;0.4;;92;;;7.1
34;21;27400;0;;88;;;8.04
31;18;28600;0;;91;;;7.43
31;18;28300;0;;92;;;7.37
27.5;17;29100;0;;92;;;6.97
30;15;28700;0;;92;;;7.46
31;18;21500;0;;92;;;6.36
30;18;28500;0;;92;;;7.14
29.5;15;29600;0;;94;;;7.4
29;15;26800;0.2;;93;;;7.01
30.5;17;22000;0;;93;;;6.41
33;17;28500;0;;94;;;7.84
36;21;28100;0;;94;;;8.32
33.5;18;28100;0;;93;;;7.83
29;18;26900;0;;93;;;6.85
23;16;29300;0;;87;;;6.33
25;15.5;29400;0;;93;;;6.5
26;11.5;29500;0;;93;;;6.88
28;13;29600;0;;93;;;7.47
32;15;29200;0;;89;;;8.07
33.5;16;29100;0;;91;;;8.27
34;14.5;29600;0;;92;;;8.53
34;16;26900;0;;91;;;8.13
37;20;20100;0;;65;;;7.77
30;21;21500;0;;92;;;5.76
26.5;20;18000;0.8;;93;;;4.56
28.5;19.5;27200;0;;92;;;6.45
30;19;27700;0;;93;;;6.95
30.5;20;27500;0;;92;;;7.08
29;17;27900;0;;93;;;6.85
